x1,x2,y
0.990325632,0.407757805,1.33386861
0.058290353,-0.318521683,0.956288282
0.770989105,0.075106052,1.18969347
0.548600726,-0.48545793,1.043277575
0.972167119,0.541489914,1.344629973
0.422162542,0.806329539,1.390814783
0.440717795,0.829706717,1.252339281
0.186895352,0.742728965,1.043593799
0.319742424,0.744376965,1.149226445
0.976561785,-0.554002503,1.569317214
0.832026124,0.435407575,1.325704579
0.312753685,-0.457319864,1.120376263
0.654286325,0.919064913,1.450288978
0.002777184,0.920773949,1.158126573
0.165562914,0.846736045,1.092798701
0.569292276,-0.694387646,1.122803774
0.63063448,0.127475814,1.215329474
0.282937101,-0.661244545,0.978422956
0.355662709,0.857356487,1.177660503
0.932920316,-0.703665273,1.28533147
0.662099063,0.638843959,1.216372673
0.050294504,0.702017273,1.14814214
0.782799768,-0.967406232,1.658246554
0.52027955,-0.895504624,1.518630082
0.123538926,0.825434126,1.117496411
0.504898221,-0.53111362,1.137564674
0.372966704,0.271645253,1.150604268
0.475905637,0.209753716,0.959498915
0.314554277,0.718436232,1.161999992
0.049195837,-0.863399152,1.012801498
0.514725181,0.310342723,1.026147226
0.345561083,-0.278298288,1.111380386
0.963438826,-0.963499863,1.611040429
0.901364177,0.405499435,1.19561933
0.84542375,-0.521469771,1.255974992
0.842738121,0.359111301,1.222324987
0.553361614,-0.500350963,1.303815176
0.240943632,-0.512253182,1.089811895
0.437818537,0.023285623,0.921481928
0.413434248,-0.270973846,0.982536857
0.252388073,-0.759514145,1.316730108
0.544907987,0.123447371,1.040806746
0.41850032,0.311563463,1.089973638
0.506668294,0.970091861,1.585142807
0.727958007,-0.874324778,1.435685915
0.268471328,-0.134372997,0.932737634
0.549027985,0.22379223,1.191235259
0.955626087,-0.17935728,1.482253628
0.627368999,0.800286874,1.264498283
0.528702658,0.198217719,1.157837509
0.801049837,-0.948240608,1.409033667
0.376812037,0.176000244,1.090312381
0.005829035,0.266945402,0.543290944
0.94573809,-0.952513199,1.530659473
0.457258827,0.212683493,1.019330726
0.993011261,-0.804132206,1.456263759
0.482711264,0.813226722,1.367552505
0.298623615,-0.748527482,0.989396592
0.768700217,0.091952269,1.224467638
0.786095767,0.025360881,1.300710397
0.407635731,-0.901791437,1.120474201
0.152165288,-0.451704459,1.078059907
0.699850459,-0.67198706,1.133089302
0.386425367,-0.808160649,1.230499964
0.817835017,-0.787041841,1.408750864
