x1,x2,y
0.207434309,0.54893643,1.530539607
0.241126743,-0.165623951,1.080480161
0.621845149,0.828241829,2.162327676
0.592425306,-0.201086459,1.477258438
0.16809595,0.521347697,1.388582481
0.001709037,-0.023224586,1.158060664
0.250038148,0.163243507,1.15216245
0.464186529,0.682668538,1.698234723
0.824793237,0.676320688,1.757839956
0.592852565,0.675344096,1.681801959
0.662495804,-0.16891995,1.441271946
0.062135685,0.627368999,1.618924474
0.34745323,-0.717337565,1.887697722
0.608417005,-0.320780053,1.40129016
0.265266884,-0.083285012,1.272038538
0.103946043,0.379009369,1.329258212
0.275002289,0.099581896,1.241566534
0.85625782,0.719718009,1.999753121
0.862239448,-0.799737541,2.247911966
0.997039705,0.676320688,2.133557093
0.428785058,0.673879208,1.873390196
0.241676077,0.868404187,2.152541632
0.12817774,0.331217383,1.270873206
0.043488876,0.978270821,2.297150382
0.42219306,-0.593615528,1.550832747
0.864741966,-0.41257973,1.661316254
0.443525498,-0.072115238,1.366252075
0.561784722,-0.585070345,1.672904335
0.421826838,0.951109348,2.312597373
0.360698263,0.783501694,1.878870012
0.996368297,-0.334025086,1.80475586
0.204718162,-0.227088229,1.27307483
0.31714835,0.507858516,1.464605283
0.016754662,0.177953429,1.065348371
0.558580279,-0.582750938,1.560789199
0.25675222,0.328531755,1.472619632
0.954527421,0.573046052,2.034374497
0.694814905,-0.693655202,1.972142644
0.841914121,0.501815851,1.722381364
0.190710166,0.341166417,1.307908337
0.591814936,0.708914457,1.984773535
0.092318491,0.459089938,1.506765194
0.84029664,0.116000855,1.358300835
0.265480514,-0.980468154,2.615338371
0.230170598,-0.104098636,1.246098447
0.372417371,-0.124118778,1.429889742
0.064821314,0.998840297,2.376671859
0.446119572,0.772942289,1.962403024
0.978850673,0.028595843,1.699634815
0.694204535,-0.493331706,1.697869137
0.077791681,-0.601367229,1.637305245
0.427381207,-0.440351573,1.502696668
0.109439375,0.119235817,1.144705118
0.6748558,0.651783807,1.79178725
0.231238746,-0.595873898,1.40643055
0.042085025,0.146763512,1.197996957
0.956144902,-0.229590747,1.657915035
0.31449324,-0.20700705,1.138338939
0.017487106,0.69963683,1.457965397
0.835413678,-0.909054842,2.517493906
0.31736198,-0.519516587,1.680035253
0.415326395,-0.071138646,1.292785736
0.936704611,-0.189916684,1.55275475
0.086519974,-0.743827631,1.803331382
0.516342662,0.342631306,1.413007272
0.02600177,-0.273720511,1.275072893
0.288644063,-0.104037599,1.177188434
0.058717612,0.67772454,1.748156267
0.775353252,0.701223792,1.841720631
0.942838832,-0.199072237,1.649774252
0.794396802,-0.838312937,2.249978326
0.759269997,-0.413373211,1.432141148
0.061403241,0.328348643,1.290776398
0.798638874,0.439497055,1.747201569
0.454298532,0.940122684,2.535471725
0.990325632,0.407757805,1.72273686
0.058290353,-0.318521683,1.308666929
0.770989105,0.075106052,1.492396491
0.548600726,-0.48545793,1.476592692
0.972167119,0.541489914,1.816277164
0.422162542,0.806329539,2.185908711
0.440717795,0.829706717,2.091138513
0.186895352,0.742728965,1.735429082
0.319742424,0.744376965,1.843270309
0.976561785,-0.554002503,2.050743529
0.832026124,0.435407575,1.729058768
0.312753685,-0.457319864,1.536737041
0.654286325,0.919064913,2.489341591
0.002777184,0.920773949,2.203802919
0.165562914,0.846736045,1.966339623
0.569292276,-0.694387646,1.74785504
0.63063448,0.127475814,1.523193843
0.282937101,-0.661244545,1.564501546
0.355662709,0.857356487,2.072970049
0.932920316,-0.703665273,1.920622389
0.662099063,0.638843959,1.777034869
0.050294504,0.702017273,1.783870749
0.782799768,-0.967406232,2.832280677
0.52027955,-0.895504624,2.49958065
0.123538926,0.825434126,1.948779656
0.504898221,-0.53111362,1.602554413
0.372966704,0.271645253,1.487907427
0.475905637,0.209753716,1.281256544
0.314554277,0.718436232,1.819227559
0.049195837,-0.863399152,1.921638623
0.514725181,0.310342723,1.375540003
0.345561083,-0.278298288,1.450643123
0.963438826,-0.963499863,2.771519051
0.901364177,0.405499435,1.583556885
0.84542375,-0.521469771,1.713136194
0.842738121,0.359111301,1.589656634
0.553361614,-0.500350963,1.74690959
0.240943632,-0.512253182,1.541473569
0.437818537,0.023285623,1.221742127
0.413434248,-0.270973846,1.319632322
0.252388073,-0.759514145,2.033847906
0.544907987,0.123447371,1.348185887
0.41850032,0.311563463,1.439834684
0.506668294,0.970091861,2.769388337
0.727958007,-0.874324778,2.366231882
0.268471328,-0.134372997,1.241522425
0.549027985,0.22379223,1.516086415
0.955626087,-0.17935728,1.797897988
0.627368999,0.800286874,2.04797643
0.528702658,0.198217719,1.477191053
0.801049837,-0.948240608,2.526420527
0.376812037,0.176000244,1.405507188
0.005829035,0.266945402,0.879309902
0.94573809,-0.952513199,2.658960885
0.457258827,0.212683493,1.341724595
0.993011261,-0.804132206,2.244283686
0.482711264,0.813226722,2.175002897
0.298623615,-0.748527482,1.689664575
0.768700217,0.091952269,1.528527442
0.786095767,0.025360881,1.60101742
0.407635731,-0.901791437,2.117209542
0.152165288,-0.451704459,1.491263426
0.699850459,-0.67198706,1.730463454
0.386425367,-0.808160649,2.02901806
0.817835017,-0.787041841,2.168305732
